data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-10-09 10:19:59.654576;482;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Johanna Yang;feminino;pix
2024-10-09 12:24:52.163496;483;Florianópolis;Gustavo Lima;Notebook;Veronica Lavoie;feminino;cartão de débito
2024-10-09 13:29:00.391983;484;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Julie Yetter;feminino;pix
2024-10-09 13:47:51.075367;485;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Aracelis Galinis;feminino;espécie
2024-10-10 05:05:49.803278;486;São Paulo;Ana Oliveira;Fone ZetaAudio;Jennifer Wall;feminino;espécie
2024-10-10 05:05:58.057911;487;Porto Alegre;Robson Souza;Fone ZetaAudio;Matthew Caddell;masculino;espécie
2024-10-10 05:51:58.904569;488;Rio de Janeiro;Juliana Oliveira;Notebook;Laura Little;feminino;pix
2024-10-10 06:16:49.691386;489;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Walter Titsworth;masculino;cartão de débito
2024-10-10 08:16:57.654681;490;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Barbara Encarnacion;feminino;cartão de crédito
2024-10-10 09:39:57.515463;491;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Tyler Long;masculino;boleto
2024-10-10 11:42:00.058399;492;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;William Hawkins;masculino;espécie
2024-10-10 13:25:53.635100;493;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Shavonda Carroll;feminino;cartão de débito
2024-10-11 04:25:54.136052;494;São Paulo;Lucas Pereira;Tablet ZetaPhone;Hoyt Hull;masculino;espécie
2024-10-11 06:13:57.692954;495;Belo Horizonte;Fernanda;Smartphone ZetaPhone Universal;Maxie Cullen;feminino;boleto
2024-10-11 06:48:58.281297;496;Belo Horizonte;Fernanda;Notebook;Dean Helwig;masculino;espécie
2024-10-11 08:25:53.277745;497;São Paulo;Lucas Pereira;Notebook;Lori Lawson;feminino;pix
2024-10-11 11:13:55.653450;498;Belo Horizonte;Fernanda;Tablet ZetaPhone;Alberto Coleman;masculino;boleto
2024-10-11 15:07:58.849278;499;Florianópolis;Gustavo Lima;Tablet ZetaPhone;John Jordan;masculino;pix
2024-10-11 15:24:00.953180;500;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Jesus Reid;masculino;boleto
2024-10-12 05:57:50.623965;501;Porto Alegre;Mário Silva;Fone ZetaAudio;Daniel Herrmann;masculino;cartão de débito
2024-10-12 08:47:54.425318;502;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Ginger Jones;feminino;espécie
2024-10-12 08:50:53.943008;503;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Adrian Bryan;masculino;boleto
2024-10-12 09:06:59.646834;504;Porto Alegre;Robson Souza;Fone ZetaAudio;Clyde Neese;masculino;pix
2024-10-12 09:44:58.182099;505;São Paulo;Ana Oliveira;Fone ZetaAudio;Robert Mcbryde;masculino;cartão de crédito
2024-10-12 10:08:59.360894;506;Porto Alegre;Mário Silva;Notebook;Pablo Batson;masculino;pix
2024-10-12 11:39:00.168583;507;Porto Alegre;Robson Souza;Fone ZetaAudio;Shaun Hilton;masculino;cartão de crédito
2024-10-12 15:07:53.782116;508;Belo Horizonte;Fernanda;Notebook;Stephanie Vargas;feminino;pix
2024-10-12 15:11:54.335892;509;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Fred Norton;masculino;espécie
2024-10-12 15:23:57.696787;510;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Taylor Bailey;masculino;pix
2024-10-13 05:50:54.403233;511;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Paul Miller;masculino;boleto
2024-10-13 08:00:58.806619;512;Belo Horizonte;Fernanda;Tablet ZetaPhone;Barry Crawford;masculino;pix
2024-10-13 10:12:01.273765;513;São Paulo;Lucas Pereira;Tablet ZetaPhone;Esther Mann;feminino;cartão de débito
2024-10-13 14:27:55.522236;514;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Grace Ramsey;feminino;boleto
2024-10-13 14:36:49.867906;515;Porto Alegre;Robson Souza;Fone ZetaAudio;Wilson Fujisawa;masculino;pix
2024-10-13 15:01:50.090276;516;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Megan Eaton;feminino;pix
2024-10-14 05:13:00.702329;517;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Barry Schuster;masculino;boleto
2024-10-14 06:47:55.672109;518;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Dennis Croteau;masculino;cartão de débito
2024-10-15 06:01:58.443595;519;São Paulo;Ana Oliveira;Notebook;Bridgett Wyatt;feminino;cartão de débito
2024-10-15 06:57:51.364042;520;Rio de Janeiro;Pedro Pereira;Notebook;Dean Pollard;masculino;cartão de débito
2024-10-15 07:37:50.785072;521;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Joseph Dejesus;masculino;cartão de crédito
2024-10-15 07:55:56.369080;522;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Joyce Rojo;feminino;espécie
2024-10-15 11:31:54.431838;523;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Danielle Shelton;feminino;cartão de crédito
2024-10-15 13:03:57.697268;524;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Peter Pasquino;masculino;cartão de débito
2024-10-15 13:21:54.001185;525;Porto Alegre;Mário Silva;Notebook;Adam Swafford;masculino;boleto
2024-10-15 14:52:57.642482;526;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Nancy Santi;feminino;cartão de débito
2024-10-16 08:31:52.935444;527;São Paulo;Lucas Pereira;Notebook;Steven Ralston;masculino;cartão de débito
2024-10-16 09:06:52.692156;528;Florianópolis;Jorge Ferreira;Notebook;Jeanne Blevins;feminino;pix
2024-10-16 09:21:51.749371;529;Rio de Janeiro;Juliana Oliveira;Smartwatch ZetaWatch;Bonnie Sheridan;feminino;cartão de crédito
2024-10-16 09:57:58.700729;530;São Paulo;Lucas Pereira;Notebook;Betsy Crawford;feminino;cartão de crédito
2024-10-17 10:08:00.019973;531;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Joan Ruark;feminino;cartão de débito
2024-10-17 14:24:58.656790;532;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Ina Williams;feminino;pix
2024-10-18 05:31:58.853012;533;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Trinh Tieng;feminino;cartão de crédito
2024-10-18 06:31:54.235037;534;Belo Horizonte;Fernanda;Tablet ZetaPhone;Loretta Newman;feminino;cartão de débito
2024-10-18 12:21:50.116146;535;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Margaret James;feminino;cartão de crédito
2024-10-18 13:04:54.255116;536;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Donna Hart;feminino;boleto
2024-10-19 06:14:57.309163;537;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Charles Taylor;masculino;pix
2024-10-19 11:21:50.899158;538;Porto Alegre;Mário Silva;Fone ZetaAudio;Kurtis Conrad;masculino;espécie
2024-10-19 12:26:58.701294;539;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Mark Cooper;masculino;espécie
2024-10-19 15:00:55.450883;540;Florianópolis;Gustavo Lima;Fone ZetaAudio;Edward Hamby;masculino;espécie
2024-10-20 08:14:52.555122;541;Florianópolis;Gustavo Lima;Fone ZetaAudio;Refugio Ward;masculino;espécie
2024-10-20 09:15:53.893431;542;Rio de Janeiro;Juliana Oliveira;Notebook;Kenneth Holien;masculino;pix
2024-10-20 14:00:53.278101;543;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Rebecca Billups;feminino;pix
2024-10-21 05:14:53.939749;544;São Paulo;Ana Oliveira;Fone ZetaAudio;George Parker;masculino;cartão de crédito
2024-10-21 07:33:59.250695;545;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Cindy Holme;feminino;pix
2024-10-21 12:50:55.021614;546;São Paulo;Lucas Pereira;Notebook;Kathy Miller;feminino;espécie
2024-10-21 13:45:01.079750;547;Porto Alegre;Robson Souza;Notebook;James Jones;masculino;pix
2024-10-22 04:39:00.533369;548;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Thomas Chappel;masculino;espécie
2024-10-22 05:51:58.991132;549;Belo Horizonte;Fernanda;Notebook;Jeanne Mike;feminino;cartão de débito
2024-10-22 06:20:50.379963;550;São Paulo;Lucas Pereira;Tablet ZetaPhone;Janice Rogers;feminino;boleto
2024-10-22 06:37:50.316959;551;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Julia Lackey;feminino;cartão de crédito
2024-10-22 08:01:00.058716;552;São Paulo;Ana Oliveira;Fone ZetaAudio;David Bursey;masculino;cartão de crédito
2024-10-22 08:02:54.207241;553;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Jason Joyner;masculino;espécie
2024-10-22 14:14:54.923994;554;Porto Alegre;Mário Silva;Tablet ZetaPhone;Carol Holston;feminino;espécie
2024-10-22 15:01:00.428851;555;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Stacey Dailey;feminino;espécie
2024-10-23 05:03:58.535644;556;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;James Slocum;masculino;cartão de crédito
2024-10-23 05:18:50.804329;557;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Jessie Clark;masculino;pix
2024-10-23 05:41:54.997920;558;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Tabatha Bailey;feminino;cartão de crédito
2024-10-23 08:47:58.024262;559;Porto Alegre;Mário Silva;Tablet ZetaPhone;James Niday;masculino;cartão de crédito
2024-10-23 09:03:54.992360;560;Porto Alegre;Mário Silva;Fone ZetaAudio;Phillip Gutierrez;masculino;cartão de débito
2024-10-23 09:25:53.773694;561;Porto Alegre;Mário Silva;Tablet ZetaPhone;Ethel Constantino;feminino;espécie
2024-10-23 11:38:55.581082;562;São Paulo;Ana Oliveira;Fone ZetaAudio;Steven Buresh;masculino;pix
2024-10-23 14:25:50.625642;563;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;John Powell;masculino;espécie
2024-10-23 14:37:50.567665;564;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Andrea Springer;feminino;cartão de crédito
2024-10-23 15:16:50.731301;565;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Mark Billings;masculino;cartão de crédito
2024-10-24 06:25:58.720915;566;Rio de Janeiro;Pedro Pereira;Tablet ZetaPhone;Eunice Reed;feminino;pix
2024-10-24 08:37:57.086304;567;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Judy Callahan;feminino;pix
2024-10-24 08:44:55.235493;568;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Bruce Johnson;masculino;boleto
2024-10-24 11:53:53.036034;569;Belo Horizonte;Carlos Silva;Notebook;Wendy Upright;feminino;espécie
2024-10-24 12:53:57.967373;570;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Stacey Washington;feminino;cartão de débito
2024-10-24 13:56:54.260757;571;Porto Alegre;Mário Silva;Fone ZetaAudio;Joyce Overbaugh;feminino;cartão de crédito
2024-10-25 04:55:58.934022;572;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Simone Kramer;feminino;boleto
2024-10-25 06:26:59.517017;573;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Frank Howell;masculino;cartão de crédito
2024-10-25 06:29:50.527147;574;Belo Horizonte;Fernanda;Tablet ZetaPhone;Evelyn Loera;feminino;espécie
2024-10-25 07:06:57.499805;575;Florianópolis;Gustavo Lima;Fone ZetaAudio;Kenneth Cave;masculino;pix
2024-10-25 07:18:59.770002;576;Florianópolis;Gustavo Lima;Notebook;Naomi Robinson;feminino;espécie
2024-10-25 07:25:55.401622;577;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Rena Goodwin;feminino;espécie
2024-10-25 07:47:50.711040;578;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Kathy Newcomer;feminino;boleto
2024-10-25 10:05:58.851458;579;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;James Manning;masculino;pix
2024-10-25 11:51:58.050471;580;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Randall Tracy;masculino;cartão de débito
2024-10-25 12:45:58.303849;581;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Glenda Stansberry;feminino;boleto
2024-10-25 13:27:54.140008;582;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Patricia Mcduffy;feminino;cartão de crédito
2024-10-26 05:06:51.322526;583;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Freddy Jones;masculino;cartão de débito
2024-10-26 11:50:51.650931;584;Rio de Janeiro;Pedro Pereira;Smartwatch ZetaWatch;Alyce Stevens;feminino;pix
2024-10-26 13:33:00.038979;585;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Donald Hunt;masculino;espécie
2024-10-26 13:47:58.021487;586;Rio de Janeiro;Juliana Oliveira;Tablet ZetaPhone;Jody Cupp;feminino;boleto
2024-10-27 07:37:49.787756;587;Belo Horizonte;Carlos Silva;Fone ZetaAudio;Francis Olivarez;feminino;espécie
2024-10-27 09:34:00.358584;588;São Paulo;Lucas Pereira;Fone ZetaAudio;Raphael Ramirez;masculino;cartão de crédito
2024-10-27 12:29:59.530482;589;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Chris Hernandez;masculino;cartão de crédito
2024-10-27 13:19:54.622101;590;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Charles Brank;masculino;boleto
2024-10-27 14:27:57.516015;591;Porto Alegre;Robson Souza;Fone ZetaAudio;Bryan Toft;masculino;pix
2024-10-27 15:10:51.302584;592;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Karen Glover;feminino;pix
2024-10-28 08:38:51.024497;593;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Richard White;masculino;cartão de crédito
2024-10-28 08:53:52.014445;594;São Paulo;Ana Oliveira;Tablet ZetaPhone;Norma Noonan;feminino;cartão de crédito
2024-10-28 11:24:50.895612;595;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Jennifer Gabriel;feminino;pix
2024-10-29 05:40:53.788215;596;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Lawrence Langston;masculino;boleto
2024-10-29 06:42:52.810177;597;Florianópolis;Jorge Ferreira;Tablet ZetaPhone;Yolanda Pereira;feminino;cartão de crédito
2024-10-29 06:58:49.710987;598;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Katherine Miller;feminino;espécie
2024-10-29 08:23:55.838039;599;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Edwin Still;masculino;cartão de crédito
2024-10-29 14:18:57.808969;600;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Antonia Alexander;feminino;pix
2024-10-29 14:35:57.109598;601;Porto Alegre;Mário Silva;Tablet ZetaPhone;Dorothy Rhodes;feminino;boleto
2024-10-30 05:56:56.342954;602;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Michael Kittler;masculino;pix
2024-10-30 07:53:51.930649;603;Rio de Janeiro;Pedro Pereira;Notebook;Dorothy Brawer;feminino;cartão de crédito
2024-10-30 08:25:50.322562;604;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Rose Bednorz;feminino;pix
2024-10-30 14:10:52.181847;605;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Louis Vega;feminino;cartão de débito
2024-10-31 04:44:52.234057;606;São Paulo;Lucas Pereira;Fone ZetaAudio;Dodie Romon;feminino;espécie
2024-10-31 05:39:51.365164;607;Rio de Janeiro;Juliana Oliveira;Notebook;Kathleen Carver;feminino;cartão de crédito
2024-10-31 07:53:57.939947;608;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Clarence Reamy;masculino;cartão de débito
2024-10-31 10:44:51.025660;609;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Susan Sloat;feminino;cartão de crédito
2024-10-31 10:48:59.660871;610;Florianópolis;Gustavo Lima;Notebook;Robert Hansen;masculino;boleto
2024-10-31 14:25:50.131168;611;Rio de Janeiro;Juliana Oliveira;Smartphone ZetaPhone Universal;Nicole Skaggs;feminino;pix
2024-11-01 04:26:56.646163;612;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;Robert Ugalde;masculino;cartão de crédito
2024-11-01 05:10:52.054739;613;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Nelson Craun;masculino;pix
2024-11-01 05:51:55.524892;614;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;William Worth;masculino;pix
2024-11-01 10:10:58.303507;615;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Ted Moore;masculino;boleto
2024-11-01 14:45:53.327879;616;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Lionel Lancaster;masculino;espécie
2024-11-01 15:07:53.505509;617;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Isabella Bailey;feminino;boleto
2024-11-02 08:07:51.238729;618;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Hedwig Dreher;feminino;cartão de débito
2024-11-02 14:44:50.111574;619;São Paulo;Ana Oliveira;Smartwatch ZetaWatch;Zachery Cloud;masculino;espécie
2024-11-02 14:58:49.923473;620;Porto Alegre;Mário Silva;Smartphone ZetaPhone Universal;Donna Parks;feminino;cartão de débito
2024-11-02 15:14:54.438191;621;Rio de Janeiro;Juliana Oliveira;Notebook;Eileen Brill;feminino;pix
2024-11-03 06:21:51.510767;622;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Kimberly Law;feminino;cartão de crédito
2024-11-03 06:22:00.539982;623;Porto Alegre;Robson Souza;Tablet ZetaPhone;Antoinette Blenman;feminino;cartão de crédito
2024-11-03 12:20:56.939916;624;Florianópolis;Gustavo Lima;Notebook;Willie Douglas;masculino;cartão de crédito
2024-11-03 13:23:49.713210;625;Porto Alegre;Mário Silva;Tablet ZetaPhone;Vera Kraus;feminino;espécie
2024-11-03 13:55:54.927865;626;Rio de Janeiro;Juliana Oliveira;Notebook;Donald Mcdole;masculino;boleto
2024-11-04 05:05:52.016842;627;São Paulo;Lucas Pereira;Tablet ZetaPhone;Joel Uhl;masculino;cartão de débito
2024-11-04 07:29:52.715455;628;Porto Alegre;Mário Silva;Tablet ZetaPhone;Lois Gray;feminino;cartão de crédito
2024-11-04 14:57:53.391457;629;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Brenda Bringle;feminino;cartão de crédito
2024-11-04 15:21:01.290982;630;Porto Alegre;Mário Silva;Notebook;Brandon Stansberry;masculino;cartão de débito
2024-11-05 07:55:49.842847;631;Porto Alegre;Robson Souza;Notebook;Twyla Bloom;feminino;cartão de crédito
2024-11-05 09:46:56.682067;632;Belo Horizonte;Fernanda;Fone ZetaAudio;Jeremy Vinson;masculino;espécie
2024-11-05 10:16:52.460687;633;São Paulo;Lucas Pereira;Tablet ZetaPhone;Wayne Ray;masculino;boleto
2024-11-05 10:17:59.513453;634;Belo Horizonte;Fernanda;Fone ZetaAudio;Mary Benedict;feminino;pix
2024-11-05 11:38:53.452277;635;Porto Alegre;Mário Silva;Tablet ZetaPhone;Kelly Correla;feminino;boleto
2024-11-05 11:42:56.539068;636;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Marisa Scott;feminino;cartão de crédito
2024-11-05 11:44:59.409048;637;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Sheryl Wilke;feminino;pix
2024-11-05 13:16:00.560697;638;Rio de Janeiro;Pedro Pereira;Smartphone ZetaPhone Universal;Peggy Leonard;feminino;boleto
2024-11-06 05:34:57.735628;639;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Marlys Bell;feminino;pix
2024-11-06 06:15:56.136805;640;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Gregory Hug;masculino;espécie
2024-11-06 07:41:50.732656;641;Porto Alegre;Robson Souza;Notebook;Robert Cervantes;masculino;cartão de débito
2024-11-06 08:08:01.233535;642;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Thelma Hauck;feminino;cartão de débito
2024-11-06 15:05:50.945681;643;Florianópolis;Jorge Ferreira;Smartwatch ZetaWatch;Gustavo Ives;masculino;espécie
2024-11-07 04:57:00.850897;644;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;Travis Dunn;masculino;pix
2024-11-07 05:49:59.167437;645;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Malcolm Rowland;masculino;cartão de crédito
2024-11-08 05:36:52.407386;646;Belo Horizonte;Fernanda;Smartwatch ZetaWatch;Edward Forsythe;masculino;cartão de débito
2024-11-08 11:32:49.918085;647;Porto Alegre;Mário Silva;Smartwatch ZetaWatch;Blake Mcinnis;masculino;cartão de crédito
2024-11-08 12:22:50.126359;648;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Tasha Martin;feminino;cartão de crédito
2024-11-09 05:31:52.571242;649;Belo Horizonte;Fernanda;Fone ZetaAudio;Steven Pope;masculino;cartão de débito
2024-11-09 05:44:59.272768;650;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Connie Ruda;masculino;pix
2024-11-09 10:04:50.974652;651;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Victoria Miller;feminino;cartão de crédito
2024-11-09 15:17:59.382022;652;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Amy Charles;feminino;espécie
2024-11-09 15:18:56.072886;653;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Josephine Fahnestock;feminino;espécie
2024-11-10 04:40:58.754606;654;Belo Horizonte;Fernanda;Notebook;Linda Orlando;feminino;espécie
2024-11-10 05:21:54.436492;655;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Mark Davis;masculino;espécie
2024-11-10 07:49:53.772473;656;São Paulo;Lucas Pereira;Fone ZetaAudio;James Smith;masculino;cartão de crédito
2024-11-10 13:57:52.981932;657;Porto Alegre;Robson Souza;Notebook;Paul Davis;masculino;espécie
2024-11-10 14:07:56.936161;658;Belo Horizonte;Carlos Silva;Smartphone ZetaPhone Universal;Rocio Burford;feminino;cartão de débito
2024-11-10 14:12:00.340346;659;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Dorothy Turner;feminino;espécie
2024-11-10 14:51:50.130816;660;São Paulo;Lucas Pereira;Notebook;Andrea Peters;feminino;cartão de crédito
2024-11-11 05:44:54.900525;661;Belo Horizonte;Fernanda;Tablet ZetaPhone;James Wilson;masculino;espécie
2024-11-11 09:06:50.674901;662;Porto Alegre;Robson Souza;Smartphone ZetaPhone Universal;George Kujawa;masculino;pix
2024-11-11 09:06:50.845210;663;Porto Alegre;Robson Souza;Notebook;Glenda Ferguson;feminino;boleto
2024-11-11 09:46:56.270534;664;Porto Alegre;Mário Silva;Tablet ZetaPhone;George Gould;masculino;espécie
2024-11-11 13:32:52.692809;665;São Paulo;Lucas Pereira;Smartwatch ZetaWatch;Jimmy Gibson;masculino;cartão de débito
2024-11-12 04:48:51.058972;666;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Clifton Hecht;masculino;boleto
2024-11-12 07:12:58.164880;667;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Scott Mcintire;masculino;pix
2024-11-12 12:48:53.334600;668;Belo Horizonte;Carlos Silva;Notebook;Lucille Jenkins;feminino;cartão de débito
2024-11-12 13:27:56.124592;669;Florianópolis;Gustavo Lima;Tablet ZetaPhone;Jimmy Forde;masculino;boleto
2024-11-12 14:25:56.250138;670;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Henry Merrell;masculino;boleto
2024-11-13 07:29:59.168268;671;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Gordon Logue;masculino;cartão de crédito
2024-11-13 09:09:52.756820;672;São Paulo;Lucas Pereira;Smartphone ZetaPhone Universal;Vincenzo Kamp;masculino;boleto
2024-11-13 10:24:49.650358;673;São Paulo;Ana Oliveira;Smartphone ZetaPhone Universal;Laura Clayton;feminino;boleto
2024-11-13 13:34:49.922110;674;São Paulo;Lucas Pereira;Fone ZetaAudio;Edith Warren;feminino;pix
2024-11-13 14:03:49.812219;675;Rio de Janeiro;Pedro Pereira;Fone ZetaAudio;Ray Stonebraker;masculino;pix
2024-11-14 05:14:58.243737;676;São Paulo;Lucas Pereira;Fone ZetaAudio;Elizabeth Perry;feminino;espécie
2024-11-14 08:49:52.304176;677;Rio de Janeiro;Juliana Oliveira;Notebook;Pablo Reed;masculino;boleto
2024-11-14 09:52:59.900719;678;Porto Alegre;Robson Souza;Notebook;John Milton;masculino;pix
2024-11-14 10:15:55.117081;679;São Paulo;Ana Oliveira;Notebook;Carmela Stephens;feminino;cartão de crédito
2024-11-14 13:41:51.750589;680;Belo Horizonte;Carlos Silva;Smartwatch ZetaWatch;Jean Caccamise;feminino;cartão de débito
2024-11-15 04:59:57.875736;681;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Carmen Kelly;feminino;boleto
2024-11-15 07:32:50.736942;682;Florianópolis;Jorge Ferreira;Fone ZetaAudio;Leonardo Mosby;masculino;cartão de débito
2024-11-15 10:10:49.624167;683;Porto Alegre;Mário Silva;Tablet ZetaPhone;Daryl Parrish;feminino;boleto
2024-11-15 10:20:58.288290;684;Porto Alegre;Robson Souza;Smartwatch ZetaWatch;Jimmy Martinez;masculino;espécie
2024-11-15 10:57:57.978258;685;Porto Alegre;Robson Souza;Notebook;Steven Clark;masculino;cartão de crédito
2024-11-15 11:11:55.837387;686;Florianópolis;Gustavo Lima;Smartphone ZetaPhone Universal;Nelson Rich;masculino;pix
2024-11-15 14:08:49.789989;687;Florianópolis;Gustavo Lima;Smartwatch ZetaWatch;Antonio Meyers;masculino;cartão de débito
2024-11-15 14:37:00.775457;688;São Paulo;Lucas Pereira;Notebook;Catherine Pruitt;feminino;boleto
2024-11-16 04:52:58.209527;689;São Paulo;Lucas Pereira;Tablet ZetaPhone;Brent Guercio;masculino;espécie
2024-11-16 07:57:53.974298;690;Florianópolis;Jorge Ferreira;Notebook;Beverly Richardson;feminino;boleto
2024-11-16 09:14:53.936462;691;São Paulo;Ana Oliveira;Notebook;Gladys Bianchi;feminino;espécie
2024-11-16 09:35:54.293587;692;Belo Horizonte;Fernanda;Tablet ZetaPhone;Rebecca Raebel;feminino;cartão de crédito
2024-11-16 09:47:54.975729;693;Florianópolis;Gustavo Lima;Notebook;Amber Larsen;feminino;cartão de débito
2024-11-16 10:23:53.615097;694;Belo Horizonte;Fernanda;Fone ZetaAudio;Lisa Carhart;feminino;pix
2024-11-16 10:30:49.923160;695;Belo Horizonte;Carlos Silva;Tablet ZetaPhone;Lorraine Parker;feminino;pix
2024-11-16 12:54:58.450639;696;Belo Horizonte;Fernanda;Fone ZetaAudio;Ryan Weng;masculino;pix
2024-11-16 13:27:52.417737;697;Florianópolis;Jorge Ferreira;Smartphone ZetaPhone Universal;Kurt Burns;masculino;boleto
2024-11-16 15:05:57.236629;698;São Paulo;Lucas Pereira;Notebook;Bryan Theiler;masculino;cartão de débito
2024-11-17 08:26:53.772688;699;Rio de Janeiro;Juliana Oliveira;Fone ZetaAudio;Arthur Scruggs;masculino;pix
2024-11-17 09:32:49.930095;700;Rio de Janeiro;Juliana Oliveira;Notebook;Sergio Banther;masculino;espécie
